,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
11,['2023-29'],['286.595kWh'],['4.817kWh/kW'],['286.595kWh'],"['171,96 CHF']",['33.429kWh'],['46.499kWh'],['40.942kWh'],['17/07/23 - 23/07/23']
12,['2023-28'],['277.244kWh'],['4.659kWh/kW'],['277.244kWh'],"['166,35 CHF']",['24.509kWh'],['47.110kWh'],['39.606kWh'],['10/07/23 - 16/07/23']
13,['2023-27'],['304.314kWh'],['5.114kWh/kW'],['304.314kWh'],"['182,59 CHF']",['34.259kWh'],['50.279kWh'],['43.473kWh'],['03/07/23 - 09/07/23']
14,['2023-26'],['257.014kWh'],['4.319kWh/kW'],['257.014kWh'],"['154,21 CHF']",['19.809kWh'],['47.159kWh'],['36.716kWh'],['26/06/23 - 02/07/23']
15,['2023-25'],['251.133kWh'],['4.221kWh/kW'],['251.133kWh'],"['150,68 CHF']",['18.529kWh'],['54.029kWh'],['35.876kWh'],['19/06/23 - 25/06/23']
16,['2023-24'],['282.985kWh'],['4.756kWh/kW'],['282.985kWh'],"['169,79 CHF']",['24.889kWh'],['49.670kWh'],['40.426kWh'],['12/06/23 - 18/06/23']
17,['2023-23'],['277.334kWh'],['4.661kWh/kW'],['277.334kWh'],"['166,40 CHF']",['21.269kWh'],['48.959kWh'],['39.619kWh'],['05/06/23 - 11/06/23']
18,['2023-22'],['274.364kWh'],['4.611kWh/kW'],['274.364kWh'],"['164,62 CHF']",['27.329kWh'],['45.919kWh'],['39.194kWh'],['29/05/23 - 04/06/23']
19,['2023-21'],['288.623kWh'],['4.851kWh/kW'],['288.623kWh'],"['173,17 CHF']",['36.959kWh'],['47.839kWh'],['41.231kWh'],['22/05/23 - 28/05/23']
20,['2023-20'],['235.814kWh'],['3.963kWh/kW'],['235.814kWh'],"['141,49 CHF']",['28.299kWh'],['36.959kWh'],['33.687kWh'],['15/05/23 - 21/05/23']
21,['2023-19'],['224.955kWh'],['3.781kWh/kW'],['224.955kWh'],"['134,97 CHF']",['24.560kWh'],['37.979kWh'],['32.136kWh'],['08/05/23 - 14/05/23']
22,['2023-18'],['236.083kWh'],['3.968kWh/kW'],['236.083kWh'],"['141,65 CHF']",['7.189kWh'],['49.889kWh'],['33.726kWh'],['01/05/23 - 07/05/23']
23,['2023-17'],['210.743kWh'],['3.542kWh/kW'],['210.743kWh'],"['126,45 CHF']",['15.459kWh'],['40.669kWh'],['30.106kWh'],['24/04/23 - 30/04/23']
24,['2023-16'],['203.556kWh'],['3.421kWh/kW'],['203.556kWh'],"['122,13 CHF']",['8.359kWh'],['45.160kWh'],['29.079kWh'],['17/04/23 - 23/04/23']
25,['2023-15'],['174.365kWh'],['2.931kWh/kW'],['174.365kWh'],"['104,62 CHF']",['16.759kWh'],['35.459kWh'],['24.909kWh'],['10/04/23 - 16/04/23']
26,['2023-14'],['243.414kWh'],['4.091kWh/kW'],['243.414kWh'],"['146,05 CHF']",['17.099kWh'],['42.479kWh'],['34.773kWh'],['03/04/23 - 09/04/23']
27,['2023-13'],['112.875kWh'],['1.897kWh/kW'],['112.875kWh'],"['67,72 CHF']",['2.829kWh'],['28.450kWh'],['16.125kWh'],['27/03/23 - 02/04/23']
28,['2023-12'],['143.696kWh'],['2.415kWh/kW'],['143.696kWh'],"['86,22 CHF']",['6.019kWh'],['35.640kWh'],['20.528kWh'],['20/03/23 - 26/03/23']
29,['2023-11'],['176.736kWh'],['2.970kWh/kW'],['176.736kWh'],"['106,04 CHF']",['8.080kWh'],['31.929kWh'],['25.248kWh'],['13/03/23 - 19/03/23']
30,['2023-10'],['129.895kWh'],['2.183kWh/kW'],['129.895kWh'],"['77,94 CHF']",['7.499kWh'],['28.299kWh'],['18.556kWh'],['06/03/23 - 12/03/23']
31,['2023-09'],['189.367kWh'],['3.182kWh/kW'],['189.367kWh'],"['113,62 CHF']",['22.610kWh'],['33.429kWh'],['27.052kWh'],['27/02/23 - 05/03/23']
32,['2023-08'],['149.925kWh'],['2.520kWh/kW'],['149.925kWh'],"['89,96 CHF']",['10.859kWh'],['29.699kWh'],['21.417kWh'],['20/02/23 - 26/02/23']
33,['2023-07'],['166.354kWh'],['2.796kWh/kW'],['166.354kWh'],"['99,81 CHF']",['17.459kWh'],['26.449kWh'],['23.764kWh'],['13/02/23 - 19/02/23']
34,['2023-06'],['161.147kWh'],['2.708kWh/kW'],['161.147kWh'],"['96,69 CHF']",['21.700kWh'],['26.189kWh'],['23.021kWh'],['06/02/23 - 12/02/23']
35,['2023-05'],['86.839kWh'],['5.108kWh/kW'],['86.839kWh'],"['52,10 CHF']",['16.619kWh'],['70.220kWh'],['43.419kWh'],['04/02/23 - 05/02/23']
36,['2023-04'],['2.958kWh'],['0.116kWh/kW'],['2.958kWh'],"['1,77 CHF']",['0.009kWh'],['2.560kWh'],['0.986kWh'],['27/01/23 - 29/01/23']
37,['2023-03'],['1.059kWh'],['0.125kWh/kW'],['1.059kWh'],"['0,64 CHF']",['1.059kWh'],['1.059kWh'],['1.059kWh'],['16/01/23 - 16/01/23']
38,['2023-02'],['39.335kWh'],['0.661kWh/kW'],['39.335kWh'],"['23,60 CHF']",['1.079kWh'],['15.629kWh'],['5.619kWh'],['09/01/23 - 15/01/23']
39,['2023-01'],['58.797kWh'],['0.988kWh/kW'],['58.797kWh'],"['35,28 CHF']",['2.960kWh'],['14.360kWh'],['8.399kWh'],['02/01/23 - 08/01/23']
40,['2022-52'],['59.905kWh'],['1.007kWh/kW'],['59.905kWh'],"['35,94 CHF']",['4.509kWh'],['12.579kWh'],['8.557kWh'],['26/12/22 - 01/01/23']
41,['2022-51'],['32.055kWh'],['0.628kWh/kW'],['32.055kWh'],"['19,23 CHF']",['2.229kWh'],['11.209kWh'],['5.342kWh'],['19/12/22 - 25/12/22']
42,['2022-50'],['48.497kWh'],['0.815kWh/kW'],['48.497kWh'],"['29,10 CHF']",['0.259kWh'],['14.320kWh'],['6.928kWh'],['12/12/22 - 18/12/22']
43,['2022-49'],['60.446kWh'],['1.185kWh/kW'],['60.446kWh'],"['36,27 CHF']",['0.210kWh'],['16.679kWh'],['10.074kWh'],['05/12/22 - 11/12/22']
44,['2022-48'],['61.695kWh'],['1.037kWh/kW'],['61.695kWh'],"['37,02 CHF']",['2.079kWh'],['14.049kWh'],['8.813kWh'],['28/11/22 - 04/12/22']
45,['2022-47'],['77.373kWh'],['1.300kWh/kW'],['77.373kWh'],"['46,42 CHF']",['6.989kWh'],['17.359kWh'],['11.053kWh'],['21/11/22 - 27/11/22']
46,['2022-46'],['84.985kWh'],['1.428kWh/kW'],['84.985kWh'],"['50,99 CHF']",['1.389kWh'],['18.940kWh'],['12.140kWh'],['14/11/22 - 20/11/22']
47,['2022-45'],['98.865kWh'],['1.662kWh/kW'],['98.865kWh'],"['59,32 CHF']",['2.960kWh'],['21.459kWh'],['14.123kWh'],['07/11/22 - 13/11/22']
48,['2022-44'],['87.555kWh'],['1.471kWh/kW'],['87.555kWh'],"['52,53 CHF']",['8.940kWh'],['16.109kWh'],['12.507kWh'],['31/10/22 - 06/11/22']
49,['2022-43'],['111.325kWh'],['1.871kWh/kW'],['111.325kWh'],"['66,80 CHF']",['2.959kWh'],['20.440kWh'],['15.903kWh'],['24/10/22 - 30/10/22']
50,['2022-42'],['108.264kWh'],['1.820kWh/kW'],['108.264kWh'],"['64,96 CHF']",['2.659kWh'],['23.199kWh'],['15.466kWh'],['17/10/22 - 23/10/22']
51,['2022-41'],['129.027kWh'],['2.168kWh/kW'],['129.027kWh'],"['77,42 CHF']",['11.120kWh'],['25.959kWh'],['18.432kWh'],['10/10/22 - 16/10/22']
52,['2022-40'],['159.173kWh'],['2.675kWh/kW'],['159.173kWh'],"['95,50 CHF']",['4.609kWh'],['32.289kWh'],['22.739kWh'],['03/10/22 - 09/10/22']
53,['2022-39'],['96.347kWh'],['1.619kWh/kW'],['96.347kWh'],"['57,81 CHF']",['2.909kWh'],['25.090kWh'],['13.763kWh'],['26/09/22 - 02/10/22']
54,['2022-38'],['188.168kWh'],['3.162kWh/kW'],['188.168kWh'],"['112,90 CHF']",['11.629kWh'],['36.360kWh'],['26.881kWh'],['19/09/22 - 25/09/22']
55,['2022-37'],['182.508kWh'],['3.067kWh/kW'],['182.508kWh'],"['109,50 CHF']",['13.109kWh'],['35.629kWh'],['26.072kWh'],['12/09/22 - 18/09/22']
56,['2022-36'],['239.388kWh'],['4.023kWh/kW'],['239.388kWh'],"['143,63 CHF']",['22.580kWh'],['39.210kWh'],['34.198kWh'],['05/09/22 - 11/09/22']
57,['2022-35'],['227.568kWh'],['3.825kWh/kW'],['227.568kWh'],"['136,54 CHF']",['25.510kWh'],['36.670kWh'],['32.509kWh'],['29/08/22 - 04/09/22']
58,['2022-34'],['247.207kWh'],['4.155kWh/kW'],['247.207kWh'],"['148,32 CHF']",['14.520kWh'],['41.179kWh'],['35.315kWh'],['22/08/22 - 28/08/22']
59,['2022-33'],['202.298kWh'],['3.400kWh/kW'],['202.298kWh'],"['121,38 CHF']",['7.090kWh'],['56.070kWh'],['28.899kWh'],['15/08/22 - 21/08/22']
60,['2022-32'],['273.567kWh'],['4.598kWh/kW'],['273.567kWh'],"['164,14 CHF']",['18.509kWh'],['44.290kWh'],['39.081kWh'],['08/08/22 - 14/08/22']
61,['2022-31'],['275.416kWh'],['4.629kWh/kW'],['275.416kWh'],"['165,25 CHF']",['27.830kWh'],['44.799kWh'],['39.345kWh'],['01/08/22 - 07/08/22']
62,['2022-30'],['265.368kWh'],['4.460kWh/kW'],['265.368kWh'],"['159,22 CHF']",['14.149kWh'],['48.130kWh'],['37.909kWh'],['25/07/22 - 31/07/22']
63,['2022-29'],['285.607kWh'],['4.800kWh/kW'],['285.607kWh'],"['171,36 CHF']",['32.160kWh'],['48.700kWh'],['40.801kWh'],['18/07/22 - 24/07/22']
64,['2022-28'],['323.028kWh'],['5.429kWh/kW'],['323.028kWh'],"['193,82 CHF']",['39.949kWh'],['49.230kWh'],['46.146kWh'],['11/07/22 - 17/07/22']
65,['2022-27'],['321.908kWh'],['5.410kWh/kW'],['321.908kWh'],"['193,14 CHF']",['38.470kWh'],['52.680kWh'],['45.986kWh'],['04/07/22 - 10/07/22']
66,['2022-26'],['251.038kWh'],['4.219kWh/kW'],['251.038kWh'],"['150,62 CHF']",['1.260kWh'],['48.830kWh'],['35.862kWh'],['27/06/22 - 03/07/22']
67,['2022-25'],['261.887kWh'],['4.402kWh/kW'],['261.887kWh'],"['157,13 CHF']",['21.800kWh'],['48.820kWh'],['37.412kWh'],['20/06/22 - 26/06/22']
68,['2022-24'],['308.197kWh'],['5.180kWh/kW'],['308.197kWh'],"['184,92 CHF']",['41.029kWh'],['48.530kWh'],['44.028kWh'],['13/06/22 - 19/06/22']
69,['2022-23'],['273.510kWh'],['4.597kWh/kW'],['273.510kWh'],"['164,11 CHF']",['26.480kWh'],['51.180kWh'],['39.072kWh'],['06/06/22 - 12/06/22']
70,['2022-22'],['197.455kWh'],['3.319kWh/kW'],['197.455kWh'],"['118,47 CHF']",['17.709kWh'],['50.099kWh'],['28.207kWh'],['30/05/22 - 05/06/22']
71,['2022-21'],['298.509kWh'],['5.017kWh/kW'],['298.509kWh'],"['179,11 CHF']",['31.099kWh'],['51.430kWh'],['42.644kWh'],['23/05/22 - 29/05/22']
72,['2022-20'],['272.989kWh'],['4.588kWh/kW'],['272.989kWh'],"['163,79 CHF']",['26.690kWh'],['48.810kWh'],['38.998kWh'],['16/05/22 - 22/05/22']
73,['2022-19'],['297.376kWh'],['4.998kWh/kW'],['297.376kWh'],"['178,43 CHF']",['34.870kWh'],['46.279kWh'],['42.482kWh'],['09/05/22 - 15/05/22']
74,['2022-18'],['220.139kWh'],['3.700kWh/kW'],['220.139kWh'],"['132,08 CHF']",['11.280kWh'],['45.890kWh'],['31.448kWh'],['02/05/22 - 08/05/22']
75,['2022-17'],['268.578kWh'],['4.514kWh/kW'],['268.578kWh'],"['161,15 CHF']",['27.099kWh'],['46.670kWh'],['38.368kWh'],['25/04/22 - 01/05/22']
76,['2022-16'],['236.699kWh'],['3.978kWh/kW'],['236.699kWh'],"['142,02 CHF']",['20.730kWh'],['44.620kWh'],['33.814kWh'],['18/04/22 - 24/04/22']
77,['2022-15'],['269.759kWh'],['4.534kWh/kW'],['269.759kWh'],"['161,86 CHF']",['31.880kWh'],['45.270kWh'],['38.537kWh'],['11/04/22 - 17/04/22']
78,['2022-14'],['190.528kWh'],['3.202kWh/kW'],['190.528kWh'],"['114,32 CHF']",['5.590kWh'],['45.330kWh'],['27.218kWh'],['04/04/22 - 10/04/22']
79,['2022-13'],['147.089kWh'],['2.472kWh/kW'],['147.089kWh'],"['88,25 CHF']",['11.730kWh'],['31.030kWh'],['21.012kWh'],['28/03/22 - 03/04/22']
80,['2022-12'],['228.799kWh'],['3.845kWh/kW'],['228.799kWh'],"['137,28 CHF']",['28.940kWh'],['36.159kWh'],['32.685kWh'],['21/03/22 - 27/03/22']
81,['2022-11'],['163.719kWh'],['2.752kWh/kW'],['163.719kWh'],"['98,23 CHF']",['11.140kWh'],['33.270kWh'],['23.388kWh'],['14/03/22 - 20/03/22']
82,['2022-10'],['194.790kWh'],['3.274kWh/kW'],['194.790kWh'],"['116,87 CHF']",['22.700kWh'],['32.370kWh'],['27.827kWh'],['07/03/22 - 13/03/22']
83,['2022-09'],['201.168kWh'],['3.381kWh/kW'],['201.168kWh'],"['120,70 CHF']",['23.590kWh'],['32.350kWh'],['28.738kWh'],['28/02/22 - 06/03/22']
84,['2022-08'],['150.607kWh'],['2.531kWh/kW'],['150.607kWh'],"['90,36 CHF']",['2.180kWh'],['30.219kWh'],['21.515kWh'],['21/02/22 - 27/02/22']
85,['2022-07'],['100.448kWh'],['1.688kWh/kW'],['100.448kWh'],"['60,27 CHF']",['2.319kWh'],['21.790kWh'],['14.349kWh'],['14/02/22 - 20/02/22']
86,['2022-06'],['149.350kWh'],['2.510kWh/kW'],['149.350kWh'],"['89,61 CHF']",['14.760kWh'],['26.730kWh'],['21.335kWh'],['07/02/22 - 13/02/22']
87,['2022-05'],['88.619kWh'],['1.490kWh/kW'],['88.619kWh'],"['53,17 CHF']",['4.060kWh'],['19.640kWh'],['12.659kWh'],['31/01/22 - 06/02/22']
88,['2022-04'],['136.440kWh'],['2.293kWh/kW'],['136.440kWh'],"['81,86 CHF']",['18.240kWh'],['20.550kWh'],['19.491kWh'],['24/01/22 - 30/01/22']
89,['2022-03'],['123.248kWh'],['2.071kWh/kW'],['123.248kWh'],"['73,95 CHF']",['14.400kWh'],['22.250kWh'],['17.606kWh'],['17/01/22 - 23/01/22']
90,['2022-02'],['92.510kWh'],['1.555kWh/kW'],['92.510kWh'],"['55,51 CHF']",['2.670kWh'],['18.250kWh'],['13.215kWh'],['10/01/22 - 16/01/22']
91,['2022-01'],['36.619kWh'],['0.862kWh/kW'],['36.619kWh'],"['21,97 CHF']",['4.230kWh'],['13.580kWh'],['7.323kWh'],['03/01/22 - 07/01/22']
92,['2021-52'],['33.760kWh'],['0.993kWh/kW'],['33.760kWh'],"['20,26 CHF']",['3.310kWh'],['11.940kWh'],['8.440kWh'],['30/12/21 - 02/01/22']
93,['2021-51'],['0.000kWh'],['0.000kWh/kW'],['0.000kWh'],"['0,00 CHF']",['0.000kWh'],['0.000kWh'],['0.000kWh'],['26/12/21 - 26/12/21']
94,['2021-49'],['1.750kWh'],['0.103kWh/kW'],['1.750kWh'],"['1,05 CHF']",['0.180kWh'],['1.570kWh'],['0.875kWh'],['06/12/21 - 07/12/21']
95,['2021-48'],['35.410kWh'],['0.833kWh/kW'],['35.410kWh'],"['21,25 CHF']",['3.110kWh'],['13.120kWh'],['7.082kWh'],['29/11/21 - 03/12/21']
96,['2021-47'],['62.120kWh'],['1.044kWh/kW'],['62.120kWh'],"['37,27 CHF']",['1.520kWh'],['16.260kWh'],['8.874kWh'],['22/11/21 - 28/11/21']
97,['2021-46'],['72.898kWh'],['1.225kWh/kW'],['72.898kWh'],"['43,74 CHF']",['0.810kWh'],['19.520kWh'],['10.414kWh'],['15/11/21 - 21/11/21']
98,['2021-45'],['98.719kWh'],['1.659kWh/kW'],['98.719kWh'],"['59,23 CHF']",['5.640kWh'],['23.670kWh'],['14.102kWh'],['08/11/21 - 14/11/21']
99,['2021-44'],['93.239kWh'],['1.567kWh/kW'],['93.239kWh'],"['55,94 CHF']",['2.949kWh'],['26.880kWh'],['13.319kWh'],['01/11/21 - 07/11/21']
100,['2021-43'],['129.309kWh'],['2.173kWh/kW'],['129.309kWh'],"['77,59 CHF']",['5.840kWh'],['23.500kWh'],['18.472kWh'],['25/10/21 - 31/10/21']
101,['2021-42'],['150.570kWh'],['2.531kWh/kW'],['150.570kWh'],"['90,34 CHF']",['14.800kWh'],['26.990kWh'],['21.510kWh'],['18/10/21 - 24/10/21']
102,['2021-41'],['175.829kWh'],['2.955kWh/kW'],['175.829kWh'],"['105,50 CHF']",['22.400kWh'],['28.170kWh'],['25.118kWh'],['11/10/21 - 17/10/21']
103,['2021-40'],['146.250kWh'],['2.458kWh/kW'],['146.250kWh'],"['87,75 CHF']",['4.490kWh'],['30.750kWh'],['20.892kWh'],['04/10/21 - 10/10/21']
104,['2021-39'],['166.409kWh'],['2.797kWh/kW'],['166.409kWh'],"['99,85 CHF']",['12.330kWh'],['30.300kWh'],['23.772kWh'],['27/09/21 - 03/10/21']
105,['2021-38'],['165.150kWh'],['2.776kWh/kW'],['165.150kWh'],"['99,09 CHF']",['5.040kWh'],['32.660kWh'],['23.592kWh'],['20/09/21 - 26/09/21']
106,['2021-37'],['155.839kWh'],['2.619kWh/kW'],['155.839kWh'],"['93,50 CHF']",['9.840kWh'],['37.319kWh'],['22.262kWh'],['13/09/21 - 19/09/21']
107,['2021-36'],['208.620kWh'],['3.506kWh/kW'],['208.620kWh'],"['125,17 CHF']",['18.700kWh'],['35.410kWh'],['29.802kWh'],['06/09/21 - 12/09/21']
108,['2021-35'],['246.780kWh'],['4.148kWh/kW'],['246.780kWh'],"['148,07 CHF']",['28.590kWh'],['41.920kWh'],['35.254kWh'],['30/08/21 - 05/09/21']
109,['2021-34'],['268.080kWh'],['4.506kWh/kW'],['268.080kWh'],"['160,85 CHF']",['34.510kWh'],['44.670kWh'],['38.297kWh'],['23/08/21 - 29/08/21']
110,['2021-33'],['255.290kWh'],['4.291kWh/kW'],['255.290kWh'],"['153,17 CHF']",['28.560kWh'],['43.640kWh'],['36.470kWh'],['16/08/21 - 22/08/21']
111,['2021-32'],['291.590kWh'],['4.901kWh/kW'],['291.590kWh'],"['174,95 CHF']",['38.530kWh'],['45.930kWh'],['41.655kWh'],['09/08/21 - 15/08/21']
112,['2021-31'],['221.690kWh'],['3.726kWh/kW'],['221.690kWh'],"['133,01 CHF']",['14.220kWh'],['44.190kWh'],['31.670kWh'],['02/08/21 - 08/08/21']
113,['2021-30'],['213.280kWh'],['3.585kWh/kW'],['213.280kWh'],"['127,97 CHF']",['19.030kWh'],['58.580kWh'],['30.468kWh'],['26/07/21 - 01/08/21']
114,['2021-29'],['285.870kWh'],['4.805kWh/kW'],['285.870kWh'],"['171,52 CHF']",['30.190kWh'],['44.980kWh'],['40.838kWh'],['19/07/21 - 25/07/21']
115,['2021-28'],['219.530kWh'],['3.690kWh/kW'],['219.530kWh'],"['131,72 CHF']",['7.160kWh'],['49.970kWh'],['31.361kWh'],['12/07/21 - 18/07/21']
116,['2021-27'],['236.440kWh'],['3.974kWh/kW'],['236.440kWh'],"['141,86 CHF']",['14.560kWh'],['46.710kWh'],['33.777kWh'],['05/07/21 - 11/07/21']
117,['2021-26'],['199.000kWh'],['3.345kWh/kW'],['199.000kWh'],"['119,40 CHF']",['14.910kWh'],['44.920kWh'],['28.428kWh'],['28/06/21 - 04/07/21']
118,['2021-25'],['253.499kWh'],['4.261kWh/kW'],['253.499kWh'],"['152,10 CHF']",['27.460kWh'],['47.970kWh'],['36.214kWh'],['21/06/21 - 27/06/21']
119,['2021-24'],['290.940kWh'],['4.890kWh/kW'],['290.940kWh'],"['174,56 CHF']",['28.980kWh'],['48.790kWh'],['41.562kWh'],['14/06/21 - 20/06/21']
120,['2021-23'],['289.440kWh'],['4.864kWh/kW'],['289.440kWh'],"['173,66 CHF']",['31.380kWh'],['49.690kWh'],['41.348kWh'],['07/06/21 - 13/06/21']
121,['2021-22'],['243.969kWh'],['4.100kWh/kW'],['243.969kWh'],"['146,38 CHF']",['17.230kWh'],['52.410kWh'],['34.852kWh'],['31/05/21 - 06/06/21']
122,['2021-21'],['269.818kWh'],['4.535kWh/kW'],['269.818kWh'],"['161,89 CHF']",['12.620kWh'],['51.100kWh'],['38.545kWh'],['24/05/21 - 30/05/21']
123,['2021-20'],['246.940kWh'],['4.150kWh/kW'],['246.940kWh'],"['148,16 CHF']",['11.330kWh'],['50.220kWh'],['35.277kWh'],['17/05/21 - 23/05/21']
124,['2021-19'],['177.809kWh'],['2.988kWh/kW'],['177.809kWh'],"['106,69 CHF']",['5.540kWh'],['45.110kWh'],['25.401kWh'],['10/05/21 - 16/05/21']
125,['2021-18'],['189.218kWh'],['3.710kWh/kW'],['189.218kWh'],"['113,53 CHF']",['12.049kWh'],['48.010kWh'],['31.536kWh'],['03/05/21 - 08/05/21']
126,['2021-17'],['180.190kWh'],['3.028kWh/kW'],['180.190kWh'],"['108,11 CHF']",['11.810kWh'],['39.670kWh'],['25.741kWh'],['26/04/21 - 02/05/21']
127,['2021-16'],['288.470kWh'],['4.848kWh/kW'],['288.470kWh'],"['173,08 CHF']",['30.170kWh'],['49.080kWh'],['41.210kWh'],['19/04/21 - 25/04/21']
128,['2021-15'],['254.410kWh'],['5.986kWh/kW'],['254.410kWh'],"['152,65 CHF']",['26.340kWh'],['101.320kWh'],['50.882kWh'],['12/04/21 - 18/04/21']
129,['2021-14'],['250.489kWh'],['4.210kWh/kW'],['250.489kWh'],"['150,29 CHF']",['28.550kWh'],['45.740kWh'],['35.784kWh'],['05/04/21 - 11/04/21']
130,['2021-13'],['265.390kWh'],['4.460kWh/kW'],['265.390kWh'],"['159,23 CHF']",['34.220kWh'],['40.800kWh'],['37.912kWh'],['29/03/21 - 04/04/21']
131,['2021-12'],['240.919kWh'],['4.049kWh/kW'],['240.919kWh'],"['144,55 CHF']",['25.800kWh'],['39.070kWh'],['34.417kWh'],['22/03/21 - 28/03/21']
132,['2021-11'],['172.480kWh'],['2.899kWh/kW'],['172.480kWh'],"['103,49 CHF']",['3.620kWh'],['36.180kWh'],['24.640kWh'],['15/03/21 - 21/03/21']
133,['2021-10'],['152.409kWh'],['2.561kWh/kW'],['152.409kWh'],"['91,45 CHF']",['7.540kWh'],['30.960kWh'],['21.772kWh'],['08/03/21 - 14/03/21']
134,['2021-09'],['151.638kWh'],['4.460kWh/kW'],['151.638kWh'],"['90,98 CHF']",['17.930kWh'],['82.669kWh'],['37.909kWh'],['04/03/21 - 07/03/21']
135,['2021-08'],['165.169kWh'],['2.776kWh/kW'],['165.169kWh'],"['99,10 CHF']",['16.910kWh'],['30.260kWh'],['23.595kWh'],['22/02/21 - 28/02/21']
136,['2021-07'],['148.579kWh'],['2.497kWh/kW'],['148.579kWh'],"['89,15 CHF']",['10.620kWh'],['31.800kWh'],['21.225kWh'],['15/02/21 - 21/02/21']
137,['2021-06'],['95.479kWh'],['1.872kWh/kW'],['95.479kWh'],"['57,29 CHF']",['7.530kWh'],['22.820kWh'],['15.913kWh'],['08/02/21 - 14/02/21']
138,['2021-05'],['37.567kWh'],['0.631kWh/kW'],['37.567kWh'],"['22,54 CHF']",['1.439kWh'],['14.149kWh'],['5.366kWh'],['01/02/21 - 07/02/21']
139,['2021-04'],['11.190kWh'],['0.329kWh/kW'],['11.190kWh'],"['6,71 CHF']",['0.190kWh'],['8.290kWh'],['2.797kWh'],['26/01/21 - 31/01/21']
140,['2021-03'],['45.050kWh'],['0.883kWh/kW'],['45.050kWh'],"['27,03 CHF']",['0.490kWh'],['17.290kWh'],['7.508kWh'],['19/01/21 - 24/01/21']
141,['2021-02'],['32.829kWh'],['0.773kWh/kW'],['32.829kWh'],"['19,70 CHF']",['1.570kWh'],['15.500kWh'],['6.565kWh'],['11/01/21 - 16/01/21']
142,['2021-01'],['108.390kWh'],['1.822kWh/kW'],['108.390kWh'],"['65,03 CHF']",['4.200kWh'],['26.590kWh'],['15.484kWh'],['04/01/21 - 10/01/21']
143,['2020-53'],['4.900kWh'],['0.288kWh/kW'],['4.900kWh'],"['2,94 CHF']",['1.490kWh'],['3.410kWh'],['2.450kWh'],['28/12/20 - 29/12/20']
144,['2020-52'],['38.669kWh'],['0.650kWh/kW'],['38.669kWh'],"['23,20 CHF']",['1.870kWh'],['12.230kWh'],['5.524kWh'],['21/12/20 - 27/12/20']
145,['2020-51'],['64.770kWh'],['1.088kWh/kW'],['64.770kWh'],"['38,86 CHF']",['2.780kWh'],['15.610kWh'],['9.252kWh'],['14/12/20 - 20/12/20']
146,['2020-50'],['87.670kWh'],['1.473kWh/kW'],['87.670kWh'],"['52,60 CHF']",['0.740kWh'],['47.190kWh'],['12.524kWh'],['07/12/20 - 13/12/20']
147,['2020-49'],['27.050kWh'],['3.182kWh/kW'],['27.050kWh'],"['16,23 CHF']",['27.050kWh'],['27.050kWh'],['27.050kWh'],['06/12/20 - 06/12/20']
148,['2020-45'],['34.779kWh'],['2.046kWh/kW'],['34.779kWh'],"['20,87 CHF']",['14.940kWh'],['19.839kWh'],['17.389kWh'],['02/11/20 - 03/11/20']
