,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
69,['2022-23'],['250.572kWh'],['4.129kWh/kW'],['250.572kWh'],"['121,03 CHF']",['20.361kWh'],['46.382kWh'],['35.796kWh'],['06/06/22 - 12/06/22']
70,['2022-22'],['217.355kWh'],['3.581kWh/kW'],['217.355kWh'],"['104,98 CHF']",['17.007kWh'],['43.438kWh'],['31.050kWh'],['30/05/22 - 05/06/22']
71,['2022-21'],['189.226kWh'],['3.118kWh/kW'],['189.226kWh'],"['91,40 CHF']",['8.722kWh'],['41.395kWh'],['27.032kWh'],['23/05/22 - 29/05/22']
72,['2022-20'],['245.936kWh'],['4.052kWh/kW'],['245.936kWh'],"['118,79 CHF']",['20.741kWh'],['45.254kWh'],['35.133kWh'],['16/05/22 - 22/05/22']
73,['2022-19'],['271.348kWh'],['4.471kWh/kW'],['271.348kWh'],"['131,06 CHF']",['14.295kWh'],['44.665kWh'],['38.764kWh'],['09/05/22 - 15/05/22']
74,['2022-18'],['180.938kWh'],['2.981kWh/kW'],['180.938kWh'],"['87,39 CHF']",['10.736kWh'],['47.292kWh'],['25.848kWh'],['02/05/22 - 08/05/22']
75,['2022-17'],['226.631kWh'],['3.734kWh/kW'],['226.631kWh'],"['109,46 CHF']",['15.307kWh'],['46.204kWh'],['32.375kWh'],['25/04/22 - 01/05/22']
76,['2022-16'],['257.978kWh'],['4.251kWh/kW'],['257.978kWh'],"['124,60 CHF']",['17.789kWh'],['46.647kWh'],['36.854kWh'],['18/04/22 - 24/04/22']
77,['2022-15'],['268.787kWh'],['4.429kWh/kW'],['268.787kWh'],"['129,82 CHF']",['20.263kWh'],['46.800kWh'],['38.398kWh'],['11/04/22 - 17/04/22']
78,['2022-14'],['175.816kWh'],['2.897kWh/kW'],['175.816kWh'],"['84,92 CHF']",['8.029kWh'],['39.661kWh'],['25.116kWh'],['04/04/22 - 10/04/22']
79,['2022-13'],['122.527kWh'],['2.019kWh/kW'],['122.527kWh'],"['59,18 CHF']",['4.872kWh'],['38.948kWh'],['17.503kWh'],['28/03/22 - 03/04/22']
80,['2022-12'],['272.976kWh'],['4.498kWh/kW'],['272.976kWh'],"['131,85 CHF']",['32.652kWh'],['41.036kWh'],['38.996kWh'],['21/03/22 - 27/03/22']
81,['2022-11'],['166.563kWh'],['2.745kWh/kW'],['166.563kWh'],"['80,45 CHF']",['2.825kWh'],['39.960kWh'],['23.794kWh'],['14/03/22 - 20/03/22']
82,['2022-10'],['248.931kWh'],['4.102kWh/kW'],['248.931kWh'],"['120,23 CHF']",['29.675kWh'],['38.744kWh'],['35.561kWh'],['07/03/22 - 13/03/22']
83,['2022-09'],['235.437kWh'],['3.879kWh/kW'],['235.437kWh'],"['113,72 CHF']",['23.467kWh'],['36.710kWh'],['33.633kWh'],['28/02/22 - 06/03/22']
84,['2022-08'],['185.106kWh'],['3.050kWh/kW'],['185.106kWh'],"['89,41 CHF']",['20.610kWh'],['36.496kWh'],['26.443kWh'],['21/02/22 - 27/02/22']
85,['2022-07'],['82.971kWh'],['1.367kWh/kW'],['82.971kWh'],"['40,07 CHF']",['2.825kWh'],['27.615kWh'],['11.853kWh'],['14/02/22 - 20/02/22']
86,['2022-06'],['163.515kWh'],['2.694kWh/kW'],['163.515kWh'],"['78,98 CHF']",['9.876kWh'],['31.112kWh'],['23.359kWh'],['07/02/22 - 13/02/22']
87,['2022-05'],['89.612kWh'],['1.477kWh/kW'],['89.612kWh'],"['43,28 CHF']",['1.063kWh'],['26.037kWh'],['12.801kWh'],['31/01/22 - 06/02/22']
88,['2022-04'],['61.329kWh'],['1.010kWh/kW'],['61.329kWh'],"['29,62 CHF']",['4.780kWh'],['14.768kWh'],['8.761kWh'],['24/01/22 - 30/01/22']
89,['2022-03'],['86.717kWh'],['1.429kWh/kW'],['86.717kWh'],"['41,88 CHF']",['2.818kWh'],['22.468kWh'],['12.388kWh'],['17/01/22 - 23/01/22']
90,['2022-02'],['96.915kWh'],['1.597kWh/kW'],['96.915kWh'],"['46,81 CHF']",['0.847kWh'],['22.588kWh'],['13.845kWh'],['10/01/22 - 16/01/22']
91,['2022-01'],['39.470kWh'],['0.650kWh/kW'],['39.470kWh'],"['19,06 CHF']",['2.196kWh'],['9.907kWh'],['5.638kWh'],['03/01/22 - 09/01/22']
92,['2021-52'],['68.251kWh'],['1.125kWh/kW'],['68.251kWh'],"['32,97 CHF']",['1.599kWh'],['19.834kWh'],['9.750kWh'],['27/12/21 - 02/01/22']
93,['2021-51'],['45.532kWh'],['0.750kWh/kW'],['45.532kWh'],"['21,99 CHF']",['1.436kWh'],['15.270kWh'],['6.504kWh'],['20/12/21 - 26/12/21']
94,['2021-50'],['51.103kWh'],['0.842kWh/kW'],['51.103kWh'],"['24,68 CHF']",['1.647kWh'],['18.773kWh'],['7.300kWh'],['13/12/21 - 19/12/21']
95,['2021-49'],['19.199kWh'],['0.443kWh/kW'],['19.199kWh'],"['9,27 CHF']",['0.004kWh'],['6.526kWh'],['3.839kWh'],['06/12/21 - 12/12/21']
96,['2021-48'],['35.900kWh'],['0.828kWh/kW'],['35.900kWh'],"['17,34 CHF']",['1.325kWh'],['13.069kWh'],['7.180kWh'],['01/12/21 - 05/12/21']
97,['2021-47'],['34.089kWh'],['0.562kWh/kW'],['34.089kWh'],"['16,47 CHF']",['1.115kWh'],['15.891kWh'],['4.869kWh'],['22/11/21 - 28/11/21']
98,['2021-46'],['50.054kWh'],['0.825kWh/kW'],['50.054kWh'],"['24,18 CHF']",['1.547kWh'],['17.116kWh'],['7.150kWh'],['15/11/21 - 21/11/21']
99,['2021-45'],['58.898kWh'],['0.970kWh/kW'],['58.898kWh'],"['28,45 CHF']",['1.369kWh'],['26.694kWh'],['8.414kWh'],['08/11/21 - 14/11/21']
100,['2021-44'],['84.419kWh'],['1.391kWh/kW'],['84.419kWh'],"['40,77 CHF']",['1.217kWh'],['27.430kWh'],['12.059kWh'],['01/11/21 - 07/11/21']
101,['2021-43'],['124.500kWh'],['2.051kWh/kW'],['124.500kWh'],"['60,13 CHF']",['7.124kWh'],['29.046kWh'],['17.785kWh'],['25/10/21 - 31/10/21']
102,['2021-42'],['155.671kWh'],['2.565kWh/kW'],['155.671kWh'],"['75,19 CHF']",['7.324kWh'],['31.696kWh'],['22.238kWh'],['18/10/21 - 24/10/21']
103,['2021-41'],['184.573kWh'],['3.041kWh/kW'],['184.573kWh'],"['89,15 CHF']",['4.950kWh'],['33.204kWh'],['26.367kWh'],['11/10/21 - 17/10/21']
104,['2021-40'],['94.695kWh'],['1.560kWh/kW'],['94.695kWh'],"['45,74 CHF']",['6.213kWh'],['28.231kWh'],['13.527kWh'],['04/10/21 - 10/10/21']
105,['2021-39'],['183.415kWh'],['3.022kWh/kW'],['183.415kWh'],"['88,59 CHF']",['9.748kWh'],['35.855kWh'],['26.202kWh'],['27/09/21 - 03/10/21']
106,['2021-38'],['210.078kWh'],['3.462kWh/kW'],['210.078kWh'],"['101,47 CHF']",['16.975kWh'],['39.467kWh'],['30.011kWh'],['20/09/21 - 26/09/21']
107,['2021-37'],['163.328kWh'],['2.691kWh/kW'],['163.328kWh'],"['78,89 CHF']",['5.795kWh'],['38.037kWh'],['23.332kWh'],['13/09/21 - 19/09/21']
108,['2021-36'],['211.896kWh'],['3.491kWh/kW'],['211.896kWh'],"['102,35 CHF']",['14.925kWh'],['39.912kWh'],['30.270kWh'],['06/09/21 - 12/09/21']
109,['2021-35'],['236.036kWh'],['3.889kWh/kW'],['236.036kWh'],"['114,01 CHF']",['10.621kWh'],['42.492kWh'],['33.719kWh'],['30/08/21 - 05/09/21']
110,['2021-34'],['127.765kWh'],['2.105kWh/kW'],['127.765kWh'],"['61,71 CHF']",['6.382kWh'],['27.009kWh'],['18.252kWh'],['23/08/21 - 29/08/21']
111,['2021-33'],['178.284kWh'],['2.938kWh/kW'],['178.284kWh'],"['86,11 CHF']",['4.058kWh'],['39.780kWh'],['25.469kWh'],['16/08/21 - 22/08/21']
112,['2021-32'],['277.589kWh'],['4.574kWh/kW'],['277.589kWh'],"['134,08 CHF']",['37.201kWh'],['41.936kWh'],['39.655kWh'],['09/08/21 - 15/08/21']
113,['2021-31'],['145.493kWh'],['2.397kWh/kW'],['145.493kWh'],"['70,27 CHF']",['8.845kWh'],['31.446kWh'],['20.784kWh'],['02/08/21 - 08/08/21']
114,['2021-30'],['177.527kWh'],['2.925kWh/kW'],['177.527kWh'],"['85,75 CHF']",['7.752kWh'],['40.415kWh'],['25.361kWh'],['26/07/21 - 01/08/21']
115,['2021-29'],['268.134kWh'],['4.418kWh/kW'],['268.134kWh'],"['129,51 CHF']",['19.771kWh'],['44.711kWh'],['38.304kWh'],['19/07/21 - 25/07/21']
116,['2021-28'],['142.881kWh'],['2.354kWh/kW'],['142.881kWh'],"['69,01 CHF']",['7.674kWh'],['44.650kWh'],['20.411kWh'],['12/07/21 - 18/07/21']
117,['2021-27'],['173.658kWh'],['2.861kWh/kW'],['173.658kWh'],"['83,88 CHF']",['3.215kWh'],['46.587kWh'],['24.808kWh'],['05/07/21 - 11/07/21']
118,['2021-26'],['200.913kWh'],['3.311kWh/kW'],['200.913kWh'],"['97,04 CHF']",['13.019kWh'],['42.371kWh'],['28.701kWh'],['28/06/21 - 04/07/21']
119,['2021-25'],['256.570kWh'],['4.227kWh/kW'],['256.570kWh'],"['123,92 CHF']",['21.339kWh'],['45.541kWh'],['36.652kWh'],['21/06/21 - 27/06/21']
120,['2021-24'],['293.275kWh'],['4.832kWh/kW'],['293.275kWh'],"['141,65 CHF']",['27.707kWh'],['47.480kWh'],['41.896kWh'],['14/06/21 - 20/06/21']
121,['2021-23'],['272.276kWh'],['4.486kWh/kW'],['272.276kWh'],"['131,51 CHF']",['30.208kWh'],['47.735kWh'],['38.896kWh'],['07/06/21 - 13/06/21']
122,['2021-22'],['239.668kWh'],['3.949kWh/kW'],['239.668kWh'],"['115,76 CHF']",['12.141kWh'],['49.413kWh'],['34.238kWh'],['31/05/21 - 06/06/21']
123,['2021-21'],['228.527kWh'],['3.766kWh/kW'],['228.527kWh'],"['110,38 CHF']",['12.241kWh'],['50.172kWh'],['32.646kWh'],['24/05/21 - 30/05/21']
124,['2021-20'],['171.310kWh'],['2.823kWh/kW'],['171.310kWh'],"['82,74 CHF']",['9.969kWh'],['34.789kWh'],['24.472kWh'],['17/05/21 - 23/05/21']
125,['2021-19'],['173.036kWh'],['2.851kWh/kW'],['173.036kWh'],"['83,58 CHF']",['15.935kWh'],['39.623kWh'],['24.719kWh'],['10/05/21 - 16/05/21']
126,['2021-18'],['216.155kWh'],['3.562kWh/kW'],['216.155kWh'],"['104,40 CHF']",['13.462kWh'],['49.827kWh'],['30.879kWh'],['03/05/21 - 09/05/21']
127,['2021-17'],['196.259kWh'],['3.234kWh/kW'],['196.259kWh'],"['94,79 CHF']",['5.934kWh'],['45.656kWh'],['28.037kWh'],['26/04/21 - 02/05/21']
128,['2021-16'],['298.308kWh'],['4.915kWh/kW'],['298.308kWh'],"['144,08 CHF']",['34.095kWh'],['47.182kWh'],['42.615kWh'],['19/04/21 - 25/04/21']
129,['2021-15'],['213.643kWh'],['3.520kWh/kW'],['213.643kWh'],"['103,19 CHF']",['10.424kWh'],['46.278kWh'],['30.520kWh'],['12/04/21 - 18/04/21']
130,['2021-14'],['208.669kWh'],['3.438kWh/kW'],['208.669kWh'],"['100,79 CHF']",['11.729kWh'],['41.150kWh'],['29.809kWh'],['05/04/21 - 11/04/21']
131,['2021-13'],['270.811kWh'],['4.462kWh/kW'],['270.811kWh'],"['130,80 CHF']",['20.967kWh'],['45.188kWh'],['38.687kWh'],['29/03/21 - 04/04/21']
132,['2021-12'],['223.565kWh'],['3.684kWh/kW'],['223.565kWh'],"['107,98 CHF']",['6.950kWh'],['42.838kWh'],['31.937kWh'],['22/03/21 - 28/03/21']
133,['2021-11'],['130.803kWh'],['2.155kWh/kW'],['130.803kWh'],"['63,18 CHF']",['7.662kWh'],['38.686kWh'],['18.686kWh'],['15/03/21 - 21/03/21']
134,['2021-10'],['163.059kWh'],['2.687kWh/kW'],['163.059kWh'],"['78,76 CHF']",['11.445kWh'],['33.587kWh'],['23.294kWh'],['08/03/21 - 14/03/21']
135,['2021-09'],['151.305kWh'],['2.493kWh/kW'],['151.305kWh'],"['73,08 CHF']",['4.000kWh'],['36.641kWh'],['21.615kWh'],['01/03/21 - 07/03/21']
136,['2021-08'],['187.163kWh'],['3.084kWh/kW'],['187.163kWh'],"['90,40 CHF']",['4.658kWh'],['35.441kWh'],['26.737kWh'],['22/02/21 - 28/02/21']
137,['2021-07'],['161.007kWh'],['2.653kWh/kW'],['161.007kWh'],"['77,77 CHF']",['15.706kWh'],['33.512kWh'],['23.001kWh'],['15/02/21 - 21/02/21']
138,['2021-06'],['82.070kWh'],['1.352kWh/kW'],['82.070kWh'],"['39,64 CHF']",['0.470kWh'],['33.238kWh'],['11.724kWh'],['08/02/21 - 14/02/21']
139,['2021-05'],['58.822kWh'],['0.969kWh/kW'],['58.822kWh'],"['28,41 CHF']",['0.625kWh'],['23.260kWh'],['8.403kWh'],['01/02/21 - 07/02/21']
140,['2021-04'],['18.899kWh'],['0.363kWh/kW'],['18.899kWh'],"['9,13 CHF']",['0.002kWh'],['8.056kWh'],['3.149kWh'],['25/01/21 - 31/01/21']
141,['2021-03'],['58.619kWh'],['0.966kWh/kW'],['58.619kWh'],"['28,31 CHF']",['0.172kWh'],['21.863kWh'],['8.374kWh'],['18/01/21 - 24/01/21']
142,['2021-02'],['31.156kWh'],['0.898kWh/kW'],['31.156kWh'],"['15,05 CHF']",['1.367kWh'],['21.917kWh'],['7.789kWh'],['11/01/21 - 16/01/21']
143,['2021-01'],['62.140kWh'],['1.024kWh/kW'],['62.140kWh'],"['30,01 CHF']",['0.477kWh'],['21.088kWh'],['8.877kWh'],['04/01/21 - 10/01/21']
144,['2020-53'],['45.481kWh'],['0.749kWh/kW'],['45.481kWh'],"['21,97 CHF']",['0.994kWh'],['13.205kWh'],['6.497kWh'],['28/12/20 - 03/01/21']
145,['2020-52'],['49.484kWh'],['0.815kWh/kW'],['49.484kWh'],"['23,90 CHF']",['1.563kWh'],['17.909kWh'],['7.069kWh'],['21/12/20 - 27/12/20']
146,['2020-51'],['72.182kWh'],['1.189kWh/kW'],['72.182kWh'],"['34,86 CHF']",['2.621kWh'],['18.763kWh'],['10.311kWh'],['14/12/20 - 20/12/20']
147,['2020-50'],['13.612kWh'],['0.262kWh/kW'],['13.612kWh'],"['6,57 CHF']",['0.244kWh'],['5.497kWh'],['2.268kWh'],['07/12/20 - 13/12/20']
148,['2020-49'],['23.250kWh'],['0.383kWh/kW'],['23.250kWh'],"['11,23 CHF']",['0.023kWh'],['12.810kWh'],['3.321kWh'],['30/11/20 - 06/12/20']
