,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
46,['2022-46'],['123.122kWh'],['1.332kWh/kW'],['-'],"['0,00 CHF']",['6.853kWh'],['28.980kWh'],['17.588kWh'],['14/11/22 - 20/11/22']
47,['2022-45'],['137.981kWh'],['1.493kWh/kW'],['-'],"['0,00 CHF']",['4.109kWh'],['35.564kWh'],['19.711kWh'],['07/11/22 - 13/11/22']
48,['2022-44'],['141.019kWh'],['1.526kWh/kW'],['-'],"['0,00 CHF']",['9.372kWh'],['29.166kWh'],['20.145kWh'],['31/10/22 - 06/11/22']
49,['2022-43'],['205.366kWh'],['2.223kWh/kW'],['-'],"['0,00 CHF']",['2.846kWh'],['37.659kWh'],['29.338kWh'],['24/10/22 - 30/10/22']
50,['2022-42'],['209.272kWh'],['2.265kWh/kW'],['-'],"['0,00 CHF']",['9.271kWh'],['42.583kWh'],['29.896kWh'],['17/10/22 - 23/10/22']
51,['2022-41'],['216.232kWh'],['2.340kWh/kW'],['-'],"['0,00 CHF']",['17.379kWh'],['43.101kWh'],['30.890kWh'],['10/10/22 - 16/10/22']
52,['2022-40'],['245.593kWh'],['2.658kWh/kW'],['-'],"['0,00 CHF']",['13.038kWh'],['54.076kWh'],['35.084kWh'],['03/10/22 - 09/10/22']
53,['2022-39'],['163.369kWh'],['1.768kWh/kW'],['-'],"['0,00 CHF']",['10.175kWh'],['44.547kWh'],['23.338kWh'],['26/09/22 - 02/10/22']
54,['2022-38'],['331.098kWh'],['3.583kWh/kW'],['-'],"['0,00 CHF']",['17.341kWh'],['61.905kWh'],['47.299kWh'],['19/09/22 - 25/09/22']
55,['2022-37'],['292.935kWh'],['3.170kWh/kW'],['-'],"['0,00 CHF']",['21.794kWh'],['61.330kWh'],['41.847kWh'],['12/09/22 - 18/09/22']
56,['2022-36'],['350.157kWh'],['3.790kWh/kW'],['-'],"['0,00 CHF']",['33.709kWh'],['63.633kWh'],['50.022kWh'],['05/09/22 - 11/09/22']
57,['2022-35'],['349.630kWh'],['3.784kWh/kW'],['-'],"['0,00 CHF']",['33.926kWh'],['63.678kWh'],['49.947kWh'],['29/08/22 - 04/09/22']
58,['2022-34'],['409.118kWh'],['4.428kWh/kW'],['-'],"['0,00 CHF']",['39.619kWh'],['69.080kWh'],['58.445kWh'],['22/08/22 - 28/08/22']
59,['2022-33'],['331.219kWh'],['3.585kWh/kW'],['-'],"['0,00 CHF']",['27.465kWh'],['69.278kWh'],['47.317kWh'],['15/08/22 - 21/08/22']
60,['2022-32'],['456.069kWh'],['4.936kWh/kW'],['-'],"['0,00 CHF']",['27.600kWh'],['73.279kWh'],['65.152kWh'],['08/08/22 - 14/08/22']
61,['2022-31'],['417.321kWh'],['4.517kWh/kW'],['-'],"['0,00 CHF']",['38.132kWh'],['72.224kWh'],['59.617kWh'],['01/08/22 - 07/08/22']
62,['2022-30'],['414.253kWh'],['4.483kWh/kW'],['-'],"['0,00 CHF']",['29.094kWh'],['69.962kWh'],['59.179kWh'],['25/07/22 - 31/07/22']
63,['2022-29'],['467.025kWh'],['5.054kWh/kW'],['-'],"['0,00 CHF']",['47.849kWh'],['75.166kWh'],['66.717kWh'],['18/07/22 - 24/07/22']
64,['2022-28'],['537.311kWh'],['5.815kWh/kW'],['-'],"['0,00 CHF']",['74.971kWh'],['79.730kWh'],['76.758kWh'],['11/07/22 - 17/07/22']
65,['2022-27'],['517.154kWh'],['5.597kWh/kW'],['-'],"['0,00 CHF']",['48.181kWh'],['81.723kWh'],['73.879kWh'],['04/07/22 - 10/07/22']
66,['2022-26'],['404.862kWh'],['4.382kWh/kW'],['-'],"['0,00 CHF']",['25.211kWh'],['80.696kWh'],['57.837kWh'],['27/06/22 - 03/07/22']
67,['2022-25'],['413.806kWh'],['4.478kWh/kW'],['-'],"['0,00 CHF']",['28.316kWh'],['78.641kWh'],['59.115kWh'],['20/06/22 - 26/06/22']
68,['2022-24'],['518.998kWh'],['5.617kWh/kW'],['-'],"['0,00 CHF']",['65.727kWh'],['79.880kWh'],['74.142kWh'],['13/06/22 - 19/06/22']
69,['2022-23'],['461.020kWh'],['4.989kWh/kW'],['-'],"['0,00 CHF']",['45.455kWh'],['84.363kWh'],['65.860kWh'],['06/06/22 - 12/06/22']
70,['2022-22'],['388.675kWh'],['4.207kWh/kW'],['-'],"['0,00 CHF']",['33.868kWh'],['76.293kWh'],['55.525kWh'],['30/05/22 - 05/06/22']
71,['2022-21'],['466.251kWh'],['5.046kWh/kW'],['-'],"['0,00 CHF']",['24.178kWh'],['81.462kWh'],['66.607kWh'],['23/05/22 - 29/05/22']
72,['2022-20'],['487.436kWh'],['5.275kWh/kW'],['-'],"['0,00 CHF']",['57.268kWh'],['75.834kWh'],['69.633kWh'],['16/05/22 - 22/05/22']
73,['2022-19'],['505.399kWh'],['5.470kWh/kW'],['-'],"['0,00 CHF']",['63.129kWh'],['80.252kWh'],['72.199kWh'],['09/05/22 - 15/05/22']
74,['2022-18'],['329.818kWh'],['3.569kWh/kW'],['-'],"['0,00 CHF']",['18.958kWh'],['72.036kWh'],['47.116kWh'],['02/05/22 - 08/05/22']
75,['2022-17'],['428.911kWh'],['4.642kWh/kW'],['-'],"['0,00 CHF']",['13.935kWh'],['80.048kWh'],['61.273kWh'],['25/04/22 - 01/05/22']
76,['2022-16'],['399.503kWh'],['4.324kWh/kW'],['-'],"['0,00 CHF']",['27.880kWh'],['74.806kWh'],['57.071kWh'],['18/04/22 - 24/04/22']
77,['2022-15'],['476.588kWh'],['5.158kWh/kW'],['-'],"['0,00 CHF']",['58.017kWh'],['76.474kWh'],['68.084kWh'],['11/04/22 - 17/04/22']
78,['2022-14'],['287.847kWh'],['3.115kWh/kW'],['-'],"['0,00 CHF']",['21.197kWh'],['69.808kWh'],['41.121kWh'],['04/04/22 - 10/04/22']
79,['2022-13'],['164.359kWh'],['1.779kWh/kW'],['-'],"['0,00 CHF']",['0.281kWh'],['58.472kWh'],['23.479kWh'],['28/03/22 - 03/04/22']
80,['2022-12'],['410.263kWh'],['4.440kWh/kW'],['-'],"['0,00 CHF']",['52.599kWh'],['60.610kWh'],['58.609kWh'],['21/03/22 - 27/03/22']
81,['2022-11'],['250.535kWh'],['2.712kWh/kW'],['-'],"['0,00 CHF']",['7.484kWh'],['55.542kWh'],['35.790kWh'],['14/03/22 - 20/03/22']
82,['2022-10'],['358.326kWh'],['3.878kWh/kW'],['-'],"['0,00 CHF']",['35.184kWh'],['57.178kWh'],['51.189kWh'],['07/03/22 - 13/03/22']
83,['2022-09'],['373.102kWh'],['4.038kWh/kW'],['-'],"['0,00 CHF']",['44.951kWh'],['57.599kWh'],['53.300kWh'],['28/02/22 - 06/03/22']
84,['2022-08'],['270.602kWh'],['2.929kWh/kW'],['-'],"['0,00 CHF']",['13.649kWh'],['55.251kWh'],['38.657kWh'],['21/02/22 - 27/02/22']
85,['2022-07'],['141.808kWh'],['1.535kWh/kW'],['-'],"['0,00 CHF']",['9.263kWh'],['31.600kWh'],['20.258kWh'],['14/02/22 - 20/02/22']
86,['2022-06'],['282.352kWh'],['3.056kWh/kW'],['-'],"['0,00 CHF']",['35.440kWh'],['45.231kWh'],['40.336kWh'],['07/02/22 - 13/02/22']
87,['2022-05'],['137.536kWh'],['1.489kWh/kW'],['-'],"['0,00 CHF']",['1.651kWh'],['40.711kWh'],['19.648kWh'],['31/01/22 - 06/02/22']
88,['2022-04'],['219.752kWh'],['2.378kWh/kW'],['-'],"['0,00 CHF']",['15.633kWh'],['36.164kWh'],['31.393kWh'],['24/01/22 - 30/01/22']
89,['2022-03'],['152.812kWh'],['1.654kWh/kW'],['-'],"['0,00 CHF']",['6.915kWh'],['32.109kWh'],['21.830kWh'],['17/01/22 - 23/01/22']
90,['2022-02'],['156.244kWh'],['1.691kWh/kW'],['-'],"['0,00 CHF']",['7.490kWh'],['30.970kWh'],['22.320kWh'],['10/01/22 - 16/01/22']
91,['2022-01'],['79.180kWh'],['0.857kWh/kW'],['-'],"['0,00 CHF']",['1.786kWh'],['16.520kWh'],['11.311kWh'],['03/01/22 - 09/01/22']
92,['2021-52'],['90.050kWh'],['0.975kWh/kW'],['-'],"['0,00 CHF']",['2.984kWh'],['25.683kWh'],['12.864kWh'],['27/12/21 - 02/01/22']
93,['2021-51'],['41.297kWh'],['0.447kWh/kW'],['-'],"['0,00 CHF']",['1.643kWh'],['11.679kWh'],['5.899kWh'],['20/12/21 - 26/12/21']
94,['2021-50'],['34.830kWh'],['0.377kWh/kW'],['-'],"['0,00 CHF']",['1.610kWh'],['12.306kWh'],['4.975kWh'],['13/12/21 - 19/12/21']
95,['2021-49'],['30.879kWh'],['0.334kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['21.901kWh'],['4.411kWh'],['06/12/21 - 12/12/21']
96,['2021-48'],['41.853kWh'],['0.453kWh/kW'],['-'],"['0,00 CHF']",['0.608kWh'],['11.327kWh'],['5.979kWh'],['29/11/21 - 05/12/21']
97,['2021-47'],['33.179kWh'],['0.359kWh/kW'],['-'],"['0,00 CHF']",['2.719kWh'],['8.406kWh'],['4.739kWh'],['22/11/21 - 28/11/21']
98,['2021-46'],['110.460kWh'],['1.196kWh/kW'],['-'],"['0,00 CHF']",['2.107kWh'],['29.826kWh'],['15.780kWh'],['15/11/21 - 21/11/21']
99,['2021-45'],['123.721kWh'],['1.339kWh/kW'],['-'],"['0,00 CHF']",['8.156kWh'],['32.947kWh'],['17.674kWh'],['08/11/21 - 14/11/21']
100,['2021-44'],['144.555kWh'],['1.564kWh/kW'],['-'],"['0,00 CHF']",['5.329kWh'],['36.451kWh'],['20.650kWh'],['01/11/21 - 07/11/21']
101,['2021-43'],['228.029kWh'],['2.468kWh/kW'],['-'],"['0,00 CHF']",['7.063kWh'],['42.045kWh'],['32.575kWh'],['25/10/21 - 31/10/21']
102,['2021-42'],['266.062kWh'],['2.879kWh/kW'],['-'],"['0,00 CHF']",['26.226kWh'],['45.453kWh'],['38.008kWh'],['18/10/21 - 24/10/21']
103,['2021-41'],['305.093kWh'],['3.302kWh/kW'],['-'],"['0,00 CHF']",['30.974kWh'],['50.246kWh'],['43.584kWh'],['11/10/21 - 17/10/21']
104,['2021-40'],['182.835kWh'],['1.979kWh/kW'],['-'],"['0,00 CHF']",['9.977kWh'],['38.077kWh'],['26.119kWh'],['04/10/21 - 10/10/21']
105,['2021-39'],['296.357kWh'],['3.207kWh/kW'],['-'],"['0,00 CHF']",['14.599kWh'],['54.548kWh'],['42.336kWh'],['27/09/21 - 03/10/21']
106,['2021-38'],['289.603kWh'],['3.134kWh/kW'],['-'],"['0,00 CHF']",['19.633kWh'],['57.368kWh'],['41.371kWh'],['20/09/21 - 26/09/21']
107,['2021-37'],['248.680kWh'],['2.691kWh/kW'],['-'],"['0,00 CHF']",['10.244kWh'],['58.691kWh'],['35.525kWh'],['13/09/21 - 19/09/21']
108,['2021-36'],['326.627kWh'],['3.535kWh/kW'],['-'],"['0,00 CHF']",['16.601kWh'],['62.749kWh'],['46.661kWh'],['06/09/21 - 12/09/21']
109,['2021-35'],['438.602kWh'],['4.747kWh/kW'],['-'],"['0,00 CHF']",['58.047kWh'],['67.421kWh'],['62.657kWh'],['30/08/21 - 05/09/21']
110,['2021-34'],['389.579kWh'],['4.216kWh/kW'],['-'],"['0,00 CHF']",['32.248kWh'],['66.303kWh'],['55.654kWh'],['23/08/21 - 29/08/21']
111,['2021-33'],['368.708kWh'],['3.990kWh/kW'],['-'],"['0,00 CHF']",['37.368kWh'],['66.830kWh'],['52.672kWh'],['16/08/21 - 22/08/21']
112,['2021-32'],['468.084kWh'],['5.066kWh/kW'],['-'],"['0,00 CHF']",['51.220kWh'],['75.485kWh'],['66.869kWh'],['09/08/21 - 15/08/21']
113,['2021-31'],['282.664kWh'],['3.059kWh/kW'],['-'],"['0,00 CHF']",['14.830kWh'],['63.582kWh'],['40.380kWh'],['02/08/21 - 08/08/21']
114,['2021-30'],['362.253kWh'],['3.921kWh/kW'],['-'],"['0,00 CHF']",['17.912kWh'],['72.381kWh'],['51.750kWh'],['26/07/21 - 01/08/21']
115,['2021-29'],['442.311kWh'],['4.787kWh/kW'],['-'],"['0,00 CHF']",['37.000kWh'],['79.035kWh'],['63.187kWh'],['19/07/21 - 25/07/21']
116,['2021-28'],['104.000kWh'],['1.125kWh/kW'],['-'],"['0,00 CHF']",['1.471kWh'],['32.687kWh'],['14.857kWh'],['12/07/21 - 18/07/21']
117,['2021-27'],['186.266kWh'],['2.016kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['61.315kWh'],['26.609kWh'],['05/07/21 - 11/07/21']
118,['2021-26'],['359.092kWh'],['3.886kWh/kW'],['-'],"['0,00 CHF']",['30.539kWh'],['77.998kWh'],['51.298kWh'],['28/06/21 - 04/07/21']
119,['2021-25'],['395.484kWh'],['4.280kWh/kW'],['-'],"['0,00 CHF']",['38.576kWh'],['78.044kWh'],['56.497kWh'],['21/06/21 - 27/06/21']
120,['2021-24'],['492.514kWh'],['5.330kWh/kW'],['-'],"['0,00 CHF']",['34.489kWh'],['82.308kWh'],['70.359kWh'],['14/06/21 - 20/06/21']
121,['2021-23'],['456.692kWh'],['4.943kWh/kW'],['-'],"['0,00 CHF']",['41.282kWh'],['84.621kWh'],['65.241kWh'],['07/06/21 - 13/06/21']
122,['2021-22'],['409.082kWh'],['4.427kWh/kW'],['-'],"['0,00 CHF']",['35.171kWh'],['83.788kWh'],['58.440kWh'],['31/05/21 - 06/06/21']
123,['2021-21'],['497.804kWh'],['5.387kWh/kW'],['-'],"['0,00 CHF']",['37.876kWh'],['88.087kWh'],['71.114kWh'],['24/05/21 - 30/05/21']
124,['2021-20'],['423.569kWh'],['4.584kWh/kW'],['-'],"['0,00 CHF']",['23.427kWh'],['87.637kWh'],['60.509kWh'],['17/05/21 - 23/05/21']
125,['2021-19'],['245.993kWh'],['2.662kWh/kW'],['-'],"['0,00 CHF']",['10.776kWh'],['64.736kWh'],['35.141kWh'],['10/05/21 - 16/05/21']
126,['2021-18'],['393.082kWh'],['4.254kWh/kW'],['-'],"['0,00 CHF']",['20.324kWh'],['82.500kWh'],['56.154kWh'],['03/05/21 - 09/05/21']
127,['2021-17'],['294.722kWh'],['3.190kWh/kW'],['-'],"['0,00 CHF']",['14.706kWh'],['77.509kWh'],['42.103kWh'],['26/04/21 - 02/05/21']
128,['2021-16'],['478.625kWh'],['5.180kWh/kW'],['-'],"['0,00 CHF']",['45.603kWh'],['78.876kWh'],['68.375kWh'],['19/04/21 - 25/04/21']
129,['2021-15'],['401.734kWh'],['4.348kWh/kW'],['-'],"['0,00 CHF']",['12.709kWh'],['77.172kWh'],['57.390kWh'],['12/04/21 - 18/04/21']
130,['2021-14'],['383.517kWh'],['4.151kWh/kW'],['-'],"['0,00 CHF']",['38.602kWh'],['76.322kWh'],['54.788kWh'],['05/04/21 - 11/04/21']
131,['2021-13'],['450.452kWh'],['4.875kWh/kW'],['-'],"['0,00 CHF']",['54.602kWh'],['72.630kWh'],['64.350kWh'],['29/03/21 - 04/04/21']
132,['2021-12'],['395.536kWh'],['4.281kWh/kW'],['-'],"['0,00 CHF']",['38.274kWh'],['68.193kWh'],['56.505kWh'],['22/03/21 - 28/03/21']
133,['2021-11'],['255.712kWh'],['2.768kWh/kW'],['-'],"['0,00 CHF']",['14.213kWh'],['57.795kWh'],['36.530kWh'],['15/03/21 - 21/03/21']
134,['2021-10'],['273.218kWh'],['2.957kWh/kW'],['-'],"['0,00 CHF']",['18.670kWh'],['55.920kWh'],['39.031kWh'],['08/03/21 - 14/03/21']
135,['2021-09'],['216.081kWh'],['2.338kWh/kW'],['-'],"['0,00 CHF']",['16.962kWh'],['51.655kWh'],['30.868kWh'],['01/03/21 - 07/03/21']
136,['2021-08'],['233.978kWh'],['2.532kWh/kW'],['-'],"['0,00 CHF']",['7.570kWh'],['49.636kWh'],['33.425kWh'],['22/02/21 - 28/02/21']
137,['2021-07'],['264.099kWh'],['2.858kWh/kW'],['-'],"['0,00 CHF']",['23.675kWh'],['49.592kWh'],['37.728kWh'],['15/02/21 - 21/02/21']
138,['2021-06'],['109.506kWh'],['1.185kWh/kW'],['-'],"['0,00 CHF']",['4.608kWh'],['36.725kWh'],['15.643kWh'],['08/02/21 - 14/02/21']
139,['2021-05'],['79.370kWh'],['0.859kWh/kW'],['-'],"['0,00 CHF']",['6.098kWh'],['19.287kWh'],['11.338kWh'],['01/02/21 - 07/02/21']
140,['2021-04'],['41.144kWh'],['0.445kWh/kW'],['-'],"['0,00 CHF']",['0.737kWh'],['11.500kWh'],['5.877kWh'],['25/01/21 - 31/01/21']
141,['2021-03'],['128.737kWh'],['1.393kWh/kW'],['-'],"['0,00 CHF']",['4.751kWh'],['31.098kWh'],['18.391kWh'],['18/01/21 - 24/01/21']
142,['2021-02'],['36.701kWh'],['0.397kWh/kW'],['-'],"['0,00 CHF']",['2.332kWh'],['12.966kWh'],['5.243kWh'],['11/01/21 - 17/01/21']
143,['2021-01'],['51.865kWh'],['0.561kWh/kW'],['-'],"['0,00 CHF']",['0.589kWh'],['13.488kWh'],['7.409kWh'],['04/01/21 - 10/01/21']
144,['2020-53'],['25.860kWh'],['0.280kWh/kW'],['-'],"['0,00 CHF']",['0.520kWh'],['9.346kWh'],['3.694kWh'],['28/12/20 - 03/01/21']
145,['2020-52'],['73.961kWh'],['0.800kWh/kW'],['-'],"['0,00 CHF']",['5.109kWh'],['21.603kWh'],['10.565kWh'],['21/12/20 - 27/12/20']
146,['2020-51'],['71.270kWh'],['0.771kWh/kW'],['-'],"['0,00 CHF']",['4.063kWh'],['17.396kWh'],['10.181kWh'],['14/12/20 - 20/12/20']
147,['2020-50'],['41.512kWh'],['0.449kWh/kW'],['-'],"['0,00 CHF']",['0.462kWh'],['11.232kWh'],['5.930kWh'],['07/12/20 - 13/12/20']
148,['2020-49'],['40.407kWh'],['0.437kWh/kW'],['-'],"['0,00 CHF']",['0.102kWh'],['23.618kWh'],['5.772kWh'],['30/11/20 - 06/12/20']
149,['2020-48'],['66.365kWh'],['0.718kWh/kW'],['-'],"['0,00 CHF']",['2.123kWh'],['21.104kWh'],['9.480kWh'],['23/11/20 - 29/11/20']
150,['2020-47'],['146.912kWh'],['1.590kWh/kW'],['-'],"['0,00 CHF']",['5.497kWh'],['32.473kWh'],['20.987kWh'],['16/11/20 - 22/11/20']
151,['2020-46'],['194.560kWh'],['2.106kWh/kW'],['-'],"['0,00 CHF']",['12.109kWh'],['34.114kWh'],['27.794kWh'],['09/11/20 - 15/11/20']
152,['2020-45'],['101.922kWh'],['1.103kWh/kW'],['-'],"['0,00 CHF']",['3.318kWh'],['28.257kWh'],['14.560kWh'],['02/11/20 - 08/11/20']
153,['2020-44'],['175.184kWh'],['1.896kWh/kW'],['-'],"['0,00 CHF']",['5.528kWh'],['40.391kWh'],['25.026kWh'],['26/10/20 - 01/11/20']
154,['2020-43'],['186.842kWh'],['2.022kWh/kW'],['-'],"['0,00 CHF']",['2.495kWh'],['40.840kWh'],['26.691kWh'],['19/10/20 - 25/10/20']
155,['2020-42'],['176.344kWh'],['1.908kWh/kW'],['-'],"['0,00 CHF']",['11.249kWh'],['39.416kWh'],['25.192kWh'],['12/10/20 - 18/10/20']
156,['2020-41'],['217.504kWh'],['2.354kWh/kW'],['-'],"['0,00 CHF']",['18.896kWh'],['49.626kWh'],['31.072kWh'],['05/10/20 - 11/10/20']
157,['2020-40'],['195.943kWh'],['2.121kWh/kW'],['-'],"['0,00 CHF']",['13.044kWh'],['38.693kWh'],['27.991kWh'],['28/09/20 - 04/10/20']
